,产品标题,一级类目,二级类目,三级类目,Unnamed: 4,注：①一级类目系统可匹配，分为“服装”或“美妆”，服装类目数据对我们有研究意义                        ②“三级类目”为搜索产品标题关键字得到，可直接作为抓取分类依据,二级品类结果
4025,春秋装女2019新款气质名媛宽松黑色网纱拼接长袖格子连衣裙女长裙【DB】,女装,连衣裙,连衣裙,,,连衣裙
4026,春秋装新款大码女装长袖宽松雪纺衫女显瘦小衫,女装,上衣,雪纺衫,,,上衣
4027,春秋装新款大码女装长袖宽松雪纺衫女显瘦短裙套装,女装,上衣,雪纺衫,,,套装
4028,春秋装新款衬衣蝴蝶结领荷叶边雪纺衫女上衣衬衫长袖打底衫,女装,上衣,打底衫,,,上衣
4029,春秋装新款衬衣蝴蝶结领荷叶边雪纺衫女上衣衬衫长袖打底衫h521,女装,上衣,打底衫,,,上衣
4030,春秋过膝外套斗篷式开衫2019春装款女宽松大码中长款风衣,女装,外套,风衣,,,外套
4031,春秋连帽白色卫衣女潮ins2019新款春装薄款韩版宽松学生卫衣,女装,上衣,卫衣,,,上衣
4032,春秋长袖套装韩版女士宽松甜美可爱可外穿家居服女pn,女装,套装,套装,,,日用
4033,春秋长袖连衣裙女士职业装秋装2019新款中长款气质黑色一步裙包臀g149,女装,连衣裙,连衣裙,,,连衣裙
4034,春装2019新款垂感直筒裤女宽松大码显瘦中年女裤,女装,裤子,女裤,,,裤子
4035,春装2019新款时尚收腰显瘦仿水貂绒毛衣女短款开衫连帽外套,女装,上衣,开衫,,,上衣
4036,春装2019新款时尚收腰显瘦仿水貂绒毛衣女短款开衫连帽外套 g760,女装,上衣,开衫,,,上衣
4037,春装2019新款时尚收腰显瘦仿水貂绒毛衣女短款开衫连帽外套h159,女装,上衣,开衫,,,上衣
4038,春装2019新款碎花雪纺连衣裙长袖超仙温柔裙夏季仙女长裙复古过膝h984,女装,连衣裙,连衣裙,,,裙子
4039,春装修身妈妈装蕾丝绣花中年大码两件套雪纺连衣裙中长款【DB】【DM】,女装,连衣裙,连衣裙,,,连衣裙
4040,春装女2019新款中长款气质碎花百褶长裙秋冬季长袖打底雪纺连衣裙【DB】,女装,连衣裙,连衣裙,,,其它
4041,春装女式2019新款韩版上衣服t恤内搭打底衫女长袖,女装,上衣,打底衫,,,其它
4042,春装女胖mm2019新款波点拼接假两件连衣裙洋气荷叶边裙潮-BMDF【DM】,女装,连衣裙,连衣裙,,,连衣裙
4043,春装宽松版连帽休闲套头春秋卫衣女上衣【DB】h560,女装,上衣,卫衣,,,上衣
4044,春装新款女装内搭打底裙裙子中长款金丝绒连衣裙女春秋裙h453,女装,连衣裙,连衣裙,,,裙子
4045,春装新款女装连衣裙千鸟格连衣裙女A字裙修身显瘦打底裙子女,女装,连衣裙,连衣裙,,,连衣裙
4046,春装新款女装金丝绒连衣裙中长款过膝春秋长袖蕾丝拼接裙子潮,女装,连衣裙,连衣裙,,,裙子
4047,春装新款季时尚宽松中长款长袖连衣裙高腰拼接裙【DB】【DM】,女装,连衣裙,连衣裙,,,裙子
4048,春装新款季时尚宽松中长款长袖连衣裙高腰拼接裙【DB】【DM】h679,女装,连衣裙,连衣裙,,,裙子
4049,春装新款毛呢套装女时尚小香风气质女神范两件套高腰包臀套装,女装,套装,套装,,,套装
4050,春装新款气质港味复古黑白衬衫女韩范宽松长袖雪纺衬衣上衣,女装,上衣,衬衫,,,上衣
4051,春装新款连衣裙中长款长袖黑色复古气质POLO领修身A字裙【DB】,女装,连衣裙,连衣裙,,,其它
4052,春装新款连衣裙子女修身韩版气质大码中长款长袖印花连衣裙,女装,连衣裙,连衣裙,,,其它
4053,春装新款长袖连衣裙新款女气质刺绣收腰修身中长款a字打底裙,女装,连衣裙,连衣裙,,,连衣裙
4054,春装新款长袖金丝绒连衣裙中长款系带收腰春秋打底裙子【DB】,女装,连衣裙,连衣裙,,,连衣裙
4055,春装新款韩版女装短款棒球服bf原宿风夹克潮流百搭时尚印花外套-HZNZ,女装,外套,外套,,,外套
4056,春装新法国小众条纹长袖雪纺中长款连衣裙修身显瘦小黑裙,女装,连衣裙,连衣裙,,,其它
4057,春装蝙蝠衫韩版一字领打底衫毛衣年轻款长袖上衣,女装,上衣,打底衫,,,上衣
4058,春装连衣裙中长款两件套裙子女士开衫2019新款修身显瘦打底裙套-HYXFS【DM】h516,女装,连衣裙,连衣裙,,,连衣裙
4059,春装连衣裙女2019新款气质高贵打底连衣裙修身显瘦不规则印花裙女【DB】【DM】,女装,连衣裙,连衣裙,,,其它
4060,春装连衣裙女2019新款飘带领时尚气质法国式复古裙,女装,连衣裙,连衣裙,,,裙子
4061,春装韩版中长款宽松长袖t恤女上衣V领女士衣服打底衫【DM】h178,女装,上衣,打底衫,,,上衣
4062,显瘦两件套秋冬款时尚气质韩版针织高腰毛呢时尚百搭套装BMDF-7,女装,套装,套装,,,套装
4063,显瘦弹力靴2018新款秋冬子粗跟方头绒面短靴女中跟松紧英伦马丁靴WLDF-3,女装,鞋,短靴,,,鞋
4064,显瘦春装流行裙子春款2019春季新款韩版时尚气质女装春秋连衣裙女h463,女装,连衣裙,连衣裙,,,连衣裙
4065,暴汗塑身腰带 塑腰纤体、出汗排脂、塑造优雅体型,女装,日用,腰带,,,日用
4066,木耳边圆领柔美连衣裙新款刺绣装饰胖mm大码连衣裙,女装,连衣裙,连衣裙,,,连衣裙
4067,木耳边灯笼袖套头毛衣女秋冬2018新款上衣宽松打底针织衫女f667,女装,上衣,针织衫,,,上衣
4068,本命年大红宫廷刺绣花纹文胸无钢圈内衣女聚拢中厚杯调整型文胸,女装,日用,文胸,,,日用
4069,本命年红色妈妈装针织衫80-200斤加肥加大胖妈妈毛衣DM【DB】f783,女装,上衣,针织衫,,,上衣
4070,束腰带收腹带 健康美体减肚子瘦腰塑身衣高腰收腹,女装,日用,腰带,,,日用
4071,条纹t恤女装长袖2019春秋季新款韩版内搭上衣服修身遮肚子打底衫【DB】,女装,上衣,打底衫,,,其它
4072,条纹t恤女长袖2019新款春季韩版修身v领小心机上衣打底体恤衫,女装,上衣,T恤,,,其它
4073,条纹T恤女长袖宽松上衣秋大码体恤2018新款秋装圆领显瘦打底衫潮,女装,上衣,打底衫,,,上衣
4074,条纹加绒打底衫女秋冬装2018新款韩版百搭半高领上衣秋天长袖t恤-BMDF 【DB】b112,女装,上衣,打底衫,,,上衣
4075,条纹无钢圈中膜杯背心款深V聚拢上托调整型内衣女士文胸,女装,日用,文胸,,,日用
4076,条纹毛呢裤女秋冬2018新款格子休闲直筒裤显瘦复古长裤子【DM】f321,女装,裤子,长裤,,,裤子
4077,条纹连衣裙女夏2018新款 宽松显瘦A字裙短袖中长款裙,女装,连衣裙,连衣裙,,,裙子
4078,条纹连衣裙女夏短袖中长款新款大码宽松A字裙显瘦休闲裙,女装,连衣裙,连衣裙,,,裙子
4079,条纹长袖宽松连衣裙2019早春新款气质圆领正式场合裙子女【DB】【DM】,女装,连衣裙,连衣裙,,,裙子
4080,条纹雪纺连衣裙女夏2018新款V领遮肚子减龄藏肉拼接A字裙子,女装,连衣裙,连衣裙,,,裙子
4081,松紧高腰牛仔裤女长裤收腹修身弹力大码排扣小脚裤显瘦胖MMh528,女装,裤子,小脚裤,,,裤子
4082,极热内衣（2套装）， 恒温37° 持续24小时,女装,日用,内衣,,,套装
4083,格子半身裙女秋冬新款高腰a字裙中长款毛呢包臀裙开叉【DM】d125,女装,裙子,半身裙,,,裙子
4084,格子喇叭裤女春季2019新款显瘦韩版高腰下摆开叉微喇裤百搭长裤（送腰带）,女装,裤子,长裤,,,日用
4085,格子小香风套装女装长袖收腰时尚气质名媛职业小西装秋季两件套潮,女装,套装,套装,,,套装
4086,格子衬衫中长款2019春季新款女装韩版时尚宽松复古衬衣外套潮,女装,上衣,衬衫,,,上衣
4087,格子衬衫女装2019春装新款韩版修身显瘦假两件衬衣打底长袖上衣h313,女装,上衣,衬衫,,,其它
4088,格子衬衫女长袖中长款韩版春装2019新款休闲显瘦纯棉衬衣百搭上衣,女装,上衣,衬衫,,,上衣
4089,格子衬衫女长袖春装2019新款文艺棉麻风休闲上衣宽松大码显瘦衬衣,女装,上衣,衬衫,,,上衣
4090,格子裤子女秋冬2018新款韩版宽松休闲哈伦百搭显瘦小脚萝卜裤大码,女装,裤子,裤子,,,裤子
4091,格子连衣裙2018秋冬新款娃娃领韩版蕾丝拼接打底裙修身减龄a字裙c147,女装,连衣裙,连衣裙,,,连衣裙
4092,棉护腿秋冬男女过膝袜套毛线护膝加长加厚保暖老寒腿脚套护小腿,女装,日用,护膝,,,日用
4093,棉服2018冬季短款加厚潮流纯色时尚简约百搭直筒保暖修身,女装,外套,棉服,,,其它
4094,棉服2018冬装加厚女宽松棉服棉袄大毛领面包服g920,女装,外套,棉服,,,外套
4095,棉服修身女装2018新款韩版外套冬装中长款棉衣服冬季棉袄,女装,外套,棉服,,,外套
4096,棉服修身女装2018新款韩版外套冬装中长款棉衣服冬季棉袄g107,女装,外套,棉服,,,外套
4097,棉服女2018冬季新款韩版宽松学生棉袄大毛领连帽女花色迷彩棉衣女g453,女装,外套,棉服,,,外套
4098,棉服女2018新款面包服宽松bf学生中长款羽绒棉衣冬季外套加厚棉袄f975,女装,外套,棉服,,,外套
4099,棉服女中长款冬季新款ins面包服加厚棉袄百搭系带棉衣外套潮【DB】f733,女装,外套,棉服,,,外套
4100,棉服女中长款冬新款加厚复古中国民族风棉衣显瘦棉袄f131,女装,外套,棉服,,,外套
4101,棉服女中长款冬新款韩版印花中国民族风加厚棉衣过膝棉袄【DB】f408,女装,外套,棉服,,,外套
4102,棉服女中长款冬装新款韩版加厚民族风印花棉衣过膝棉袄潮【DB】c101,女装,外套,棉服,,,外套
4103,棉服女中长款冬装新款韩版可脱卸帽保暖原宿棉衣外套f739,女装,外套,棉服,,,外套
4104,棉服女中长款新款修身棉衣过膝冬季棉袄外套潮【DB】f144,女装,外套,棉服,,,外套
4105,棉服女冬季新款韩版中长款格子加厚棉衣宽松bf棉袄厚外套f309,女装,外套,棉服,,,外套
4106,棉服女冬装新款中长款加厚外套棉袄洋气中年绣花棉衣女【DB】b103,女装,外套,棉服,,,外套
4107,棉服女短款2018新款加厚修身韩版棉衣服女冬季中长款冬装外套,女装,外套,棉服,,,外套
4108,棉服女短款2018秋冬新款棉衣女装韩版时尚潮款立领显瘦小棉袄,女装,外套,棉服,,,外套
4109,棉服女短款秋冬新款韩版大码加厚小棉袄修身显瘦连帽棉衣外套-BMDF,女装,外套,棉服,,,外套
4110,棉服女装短款2018新款棉袄冬季可脱卸帽时尚修身【DM】,女装,外套,棉服,,,外套
4111,棉竖条纹打底裤女加绒加厚冬季2018新款连脚踩脚棉显瘦,女装,裤子,打底裤,,,裤子
4112,棉衣/棉服2018年冬季中长款时尚保暖拼接舒适连帽拉链撞色f275,女装,外套,棉服,,,外套
4113,棉衣/棉服2018年冬季拉链长袖中长款保暖舒适时尚【DB】f579,女装,外套,棉服,,,外套
4114,棉衣/棉服2018年冬季时尚都市潮流青春流行百搭修身显瘦气质个性,女装,外套,棉服,,,外套
4115,棉衣/棉服2018年冬季时尚都市潮流青春流行百搭修身显瘦气质个性g461,女装,外套,棉服,,,外套
4116,棉衣/棉服2018年冬季时尚都市潮流青春流行百搭修身显瘦气质个性h402,女装,外套,棉服,,,外套
4117,棉衣/棉服2018年冬季潮流简约连帽修身显瘦百搭长袖中长款拉链,女装,外套,棉服,,,其它
4118,棉衣/棉服2018年冬季舒适加厚保暖时尚简约百搭长袖女长款b186,女装,外套,棉服,,,外套
4119,棉衣/棉服2018年冬季舒适长袖女长款加厚保暖时尚简约百搭,女装,外套,棉服,,,外套
4120,棉衣/棉服修身纽扣口袋2018年冬季长袖单排扣连帽抽象图案f965,女装,外套,棉服,,,其它
4121,棉衣/棉服时尚保暖中长款舒适潮流柔软连帽2018年冬季拉链【DB】g718,女装,外套,棉服,,,外套
4122,棉衣/棉服西装领2018年冬季长袖中长款时尚常规保暖舒适c140,女装,外套,棉服,,,外套
4123,棉衣2018新款大妈韩版羽绒棉衣百搭显瘦防风大码棉衣外套棉袄f453,女装,外套,棉衣,,,外套
4124,棉衣女2018冬季新款韩版中长款加厚修身显瘦小蜜蜂棉服外套潮,女装,外套,棉服,,,外套
4125,棉衣女2018冬季新款韩版中长款加厚修身显瘦小蜜蜂棉服外套潮g191,女装,外套,棉服,,,外套
4126,棉衣女2018冬季新款韩版中长款加厚修身显瘦小蜜蜂棉服外套潮h146,女装,外套,棉服,,,外套
4127,棉衣女2018冬季新款韩版双面中长款棉服连帽加厚棉袄,女装,外套,棉服,,,外套
4128,棉衣女2018冬装新款韩版修身时尚短款小棉袄立领保暖轻薄羽绒棉服,女装,外套,棉服,,,外套
4129,棉衣女2018冬装新款韩版修身时尚短款小棉袄立领保暖轻薄羽绒棉服g945,女装,外套,棉服,,,外套
4130,棉衣女中长款2018冬装新款韩版过膝羽绒棉服冬季外套棉袄c196,女装,外套,棉服,,,外套
4131,棉衣女中长款冬季新款韩版修身加厚刺绣棉服加厚棉袄潮f730,女装,外套,棉服,,,外套
4132,棉衣女中长款冬装外套新款宽松棉服韩版棉袄休闲棉袄潮f548,女装,外套,棉服,,,外套
4133,棉衣女中长款宽松2018冬季新款加厚可脱卸帽大毛领棉服【DM】f551,女装,外套,棉服,,,外套
4134,棉衣女冬季韩版时尚两面穿棉袄短款棉服外套冬装【DM】f436,女装,外套,棉服,,,外套
4135,棉衣女冬装棉袄中长款花色棉袄妈妈冬装棉服,女装,外套,棉服,,,外套
4136,棉衣女短款冬季2018新款棉服韩版大码加厚修身轻薄小棉袄外套g110,女装,外套,棉服,,,外套
4137,棉衣女短款冬季2018新款棉服韩版大码加厚修身轻薄小棉袄外套h334,女装,外套,棉服,,,外套
4138,棉衣女短款连帽保暖外套加绒加厚大码妈妈棉服【DB】【DM】,女装,外套,棉服,,,外套
4139,棉衬衫新款大码女装韩范中长款衬衣POLO领潮【DB】h887,女装,上衣,衬衫,,,上衣
4140,棉袄2018韩版连帽棉衣女短款宽松学生面包服小个子羽绒棉服冬外套g328,女装,外套,棉服,,,外套
4141,棉袄女2018新款冬装棉衣服女中长款反季棉服女加厚冬季外套,女装,外套,棉服,,,外套
4142,棉袄女2018新款秋冬季韩版短款面包服bf原宿风学生宽松棉服外套女,女装,外套,棉服,,,外套
4143,棉裤女冬季加绒加厚打底裤女外穿显瘦黑色竖条螺纹高腰保暖裤f192,女装,裤子,打底裤,,,裤子
4144,棉裤女冬季加绒加厚打底裤女外穿显瘦黑色竖条螺纹高腰保暖裤连袜,女装,裤子,打底裤,,,裤子
4145,棉裤女冬季加绒加厚打底裤女外穿显瘦黑色竖条螺纹高腰保暖裤连袜z230,女装,裤子,打底裤,,,裤子
4146,棉鞋2018冬季女鞋子新款大棉加厚女短靴侧拉链防滑粗跟雪地靴加绒保暖中跟女靴子f157,女装,鞋,短靴,,,鞋
4147,棉鞋女2018秋冬季新款百搭加绒保暖靴子韩版学生平底休闲帆布鞋,女装,鞋,靴,,,鞋
4148,棉鞋女冬2018新款加绒保暖韩版休闲鞋潮学生百搭板鞋小白鞋高帮鞋,女装,鞋,休闲鞋,,,鞋
4149,棉马甲女冬2018新款韩版潮短款修身马夹坎肩冬季百搭外套秋冬,女装,外套,外套,,,外套
4150,棉马甲女冬2018新款韩版潮短款修身马夹坎肩冬季百搭外套秋冬g836,女装,外套,外套,,,外套
4151,棉马甲女冬2018新款韩版潮短款修身马夹坎肩冬季百搭外套秋冬h211,女装,外套,外套,,,外套
4152,棉马甲女冬季中长款2018新款韩版金丝绒【DB】【DM】,女装,外套,马甲,,,外套
4153,棉马甲背心女冬季新款韩版时尚印花立领马夹外套【DM】,女装,外套,外套,,,外套
4154,棉马甲背心女冬季新款韩版时尚印花立领马夹外套【DM】f816,女装,外套,外套,,,外套
4155,棉麻上衣加绒加厚大码衬衣长袖棉麻印花外套女,女装,外套,外套,,,上衣
4156,棉麻女裤宽松九分裤薄款夏松紧腰大码麻料休闲裤哈伦裤亚麻裤子女,女装,裤子,哈伦裤,,,裤子
4157,棉麻民族风复古立领中长款超大摆连衣裙新款春【DB】,女装,连衣裙,连衣裙,,,连衣裙
4158,棉麻衬衫连衣裙女中长款2018夏装韩版宽松休闲亚麻大码薄防晒衬衣,女装,连衣裙,连衣裙,,,上衣
4159,森女系小皮鞋新款风2019英伦女鞋粗跟百搭春季单鞋女舒适浅口鞋子,女装,鞋,单鞋,,,鞋
4160,森女系小皮鞋新款风2019英伦女鞋粗跟百搭春季单鞋女舒适浅口鞋子h902,女装,鞋,单鞋,,,鞋
4161,欧洲站 秋冬中长款连帽斗篷披肩毛衣针织衫 流苏外套女装蝙蝠衫女,女装,上衣,针织衫,,,上衣
4162,欧洲站2018新款亮丝长袖T恤女秋修身时尚小衫秋冬加绒加厚打底衫,女装,上衣,打底衫,,,上衣
4163,欧洲站2018新款宽松蕾丝衬衣中长款韩范长袖白衬衫女,女装,上衣,衬衫,,,其它
4164,欧洲站2018新款欧美大牌不规则皮衣女绵羊皮风衣女修身时尚外套,女装,外套,风衣,,,外套
4165,欧洲站2018新款欧美大牌不规则皮衣女绵羊皮风衣女修身时尚外套h268,女装,外套,风衣,,,外套
4166,欧洲站2018新款秋冬女装印花高领打底衫女长袖网纱T恤,女装,上衣,打底衫,,,上衣
4167,欧洲站2018秋冬新款复古刺绣钉珠弹力牛仔九分裤显瘦喇叭裤潮f563,女装,裤子,九分裤,,,裤子
4168,欧洲站2018秋冬新款金丝绒时尚小衫黑色长袖T恤亮丝拼接打底衫女f584,女装,上衣,打底衫,,,上衣
4169,欧洲站2019新款女时尚V领睫毛蕾丝长袖金丝绒打底衫上衣t恤女,女装,上衣,打底衫,,,上衣
4170,欧洲站2019春季新款时尚韩版小V领百搭修身显瘦长袖打底衫女潮BMDF-6,女装,上衣,打底衫,,,其它
